
1. Graph gelesen

1 : 2 3 4
12 : 8 11 14
13 : 9 10 14
14 : 11 12 13

277. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 8 10
7 : 4 5 11
8 : 4 6 12
9 : 5 10 13
10 : 6 9 14
11 : 7 12 13
12 : 8 11 14
13 : 9 11 14
14 : 10 12 13

278. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 8 10
7 : 4 5 11
8 : 4 6 12
9 : 5 10 13
10 : 6 9 14
11 : 7 12 14
12 : 8 11 13
13 : 9 12 14
14 : 10 11 13

279. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 8 10
7 : 4 5 11
8 : 4 6 12
9 : 5 10 13
10 : 6 9 14
11 : 7 13 14
12 : 8 13 14
13 : 9 11 12
14 : 10 11 12

280. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 8 10
7 : 4 5 11
8 : 4 6 12
9 : 5 11 12
10 : 6 13 14
11 : 7 9 13
12 : 8 9 14
13 : 10 11 14
14 : 10 12 13

281. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 8 10
7 : 4 5 11
8 : 4 6 12
9 : 5 11 13
10 : 6 11 14
11 : 7 9 10
12 : 8 13 14
13 : 9 12 14
14 : 10 12 13

282. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 8 10
7 : 4 5 11
8 : 4 6 12
9 : 5 11 13
10 : 6 12 13
11 : 7 9 14
12 : 8 10 14
13 : 9 10 14
14 : 11 12 13

283. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 8 10
7 : 4 5 11
8 : 4 6 12
9 : 5 11 13
10 : 6 12 14
11 : 7 9 14
12 : 8 10 13
13 : 9 12 14
14 : 10 11 13

284. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 8 10
7 : 4 5 11
8 : 4 6 12
9 : 5 11 13
10 : 6 13 14
11 : 7 9 12
12 : 8 11 14
13 : 9 10 14
14 : 10 12 13

285. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 8 10
7 : 4 5 11
8 : 4 6 12
9 : 5 11 13
10 : 6 13 14
11 : 7 9 14
12 : 8 13 14
13 : 9 10 12
14 : 10 11 12

286. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 8 10
7 : 4 5 11
8 : 4 6 12
9 : 5 12 13
10 : 6 11 13
11 : 7 10 14
12 : 8 9 14
13 : 9 10 14
14 : 11 12 13

287. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 8 10
7 : 4 5 11
8 : 4 6 12
9 : 5 12 13
10 : 6 11 14
11 : 7 10 13
12 : 8 9 14
13 : 9 11 14
14 : 10 12 13

288. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 8 10
7 : 4 5 11
8 : 4 6 12
9 : 5 12 13
10 : 6 11 14
11 : 7 10 14
12 : 8 9 13
13 : 9 12 14
14 : 10 11 13

289. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 8 10
7 : 4 5 11
8 : 4 6 12
9 : 5 12 13
10 : 6 13 14
11 : 7 12 14
12 : 8 9 11
13 : 9 10 14
14 : 10 11 13

290. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 8 10
7 : 4 5 11
8 : 4 6 12
9 : 5 12 13
10 : 6 13 14
11 : 7 13 14
12 : 8 9 14
13 : 9 10 11
14 : 10 11 12

291. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 8 10
7 : 4 5 11
8 : 4 6 12
9 : 5 13 14
10 : 6 13 14
11 : 7 12 13
12 : 8 11 14
13 : 9 10 11
14 : 9 10 12

292. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 8
8 : 4 7 10
9 : 5 12 13
10 : 6 8 14
11 : 6 12 13
12 : 9 11 14
13 : 9 11 14
14 : 10 12 13

293. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 8
8 : 4 7 12
9 : 5 10 13
10 : 6 9 11
11 : 6 10 14
12 : 8 13 14
13 : 9 12 14
14 : 11 12 13

294. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 8
8 : 4 7 12
9 : 5 10 13
10 : 6 9 13
11 : 6 12 14
12 : 8 11 14
13 : 9 10 14
14 : 11 12 13

295. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 8
8 : 4 7 12
9 : 5 10 13
10 : 6 9 14
11 : 6 12 13
12 : 8 11 14
13 : 9 11 14
14 : 10 12 13

296. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 8
8 : 4 7 12
9 : 5 10 13
10 : 6 9 14
11 : 6 12 14
12 : 8 11 13
13 : 9 12 14
14 : 10 11 13

297. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 8
8 : 4 7 12
9 : 5 10 13
10 : 6 9 14
11 : 6 13 14
12 : 8 13 14
13 : 9 11 12
14 : 10 11 12

298. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 10
8 : 4 9 12
9 : 5 8 13
10 : 6 7 14
11 : 6 12 13
12 : 8 11 14
13 : 9 11 14
14 : 10 12 13

299. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 10
8 : 4 9 12
9 : 5 8 13
10 : 6 7 14
11 : 6 12 14
12 : 8 11 13
13 : 9 12 14
14 : 10 11 13

300. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 10
8 : 4 10 12
9 : 5 13 14
10 : 6 7 8
11 : 6 13 14
12 : 8 13 14
13 : 9 11 12
14 : 9 11 12

301. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 10
8 : 4 11 12
9 : 5 11 13
10 : 6 7 14
11 : 6 8 9
12 : 8 13 14
13 : 9 12 14
14 : 10 12 13

302. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 10
8 : 4 11 12
9 : 5 12 13
10 : 6 7 13
11 : 6 8 14
12 : 8 9 14
13 : 9 10 14
14 : 11 12 13

303. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 10
8 : 4 11 12
9 : 5 12 13
10 : 6 7 14
11 : 6 8 13
12 : 8 9 14
13 : 9 11 14
14 : 10 12 13

304. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 10
8 : 4 11 12
9 : 5 12 13
10 : 6 7 14
11 : 6 8 14
12 : 8 9 13
13 : 9 12 14
14 : 10 11 13

305. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 10
8 : 4 11 12
9 : 5 13 14
10 : 6 7 12
11 : 6 8 13
12 : 8 10 14
13 : 9 11 14
14 : 9 12 13

306. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 10
8 : 4 11 12
9 : 5 13 14
10 : 6 7 13
11 : 6 8 12
12 : 8 11 14
13 : 9 10 14
14 : 9 12 13

307. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 10
8 : 4 11 12
9 : 5 13 14
10 : 6 7 13
11 : 6 8 14
12 : 8 13 14
13 : 9 10 12
14 : 9 11 12

308. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 10
8 : 4 12 13
9 : 5 12 13
10 : 6 7 11
11 : 6 10 14
12 : 8 9 14
13 : 8 9 14
14 : 11 12 13

309. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 10
8 : 4 12 13
9 : 5 12 13
10 : 6 7 14
11 : 6 12 14
12 : 8 9 11
13 : 8 9 14
14 : 10 11 13

310. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 10
8 : 4 12 13
9 : 5 12 14
10 : 6 7 12
11 : 6 13 14
12 : 8 9 10
13 : 8 11 14
14 : 9 11 13

311. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 10
8 : 4 12 13
9 : 5 12 14
10 : 6 7 13
11 : 6 12 14
12 : 8 9 11
13 : 8 10 14
14 : 9 11 13

312. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 10
8 : 4 12 13
9 : 5 12 14
10 : 6 7 13
11 : 6 13 14
12 : 8 9 14
13 : 8 10 11
14 : 9 11 12

313. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 9 10
9 : 5 8 11
10 : 6 8 13
11 : 6 9 14
12 : 7 13 14
13 : 10 12 14
14 : 11 12 13

314. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 9 10
9 : 5 8 13
10 : 6 8 11
11 : 6 10 14
12 : 7 13 14
13 : 9 12 14
14 : 11 12 13

315. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 9 10
9 : 5 8 13
10 : 6 8 13
11 : 6 12 14
12 : 7 11 14
13 : 9 10 14
14 : 11 12 13

316. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 9 10
9 : 5 8 13
10 : 6 8 14
11 : 6 12 13
12 : 7 11 14
13 : 9 11 14
14 : 10 12 13

317. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 9 10
9 : 5 8 13
10 : 6 8 14
11 : 6 12 14
12 : 7 11 13
13 : 9 12 14
14 : 10 11 13

318. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 9 10
9 : 5 8 13
10 : 6 8 14
11 : 6 13 14
12 : 7 13 14
13 : 9 11 12
14 : 10 11 12

319. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 9 12
9 : 5 8 13
10 : 6 13 14
11 : 6 13 14
12 : 7 8 14
13 : 9 10 11
14 : 10 11 12

320. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 9 13
9 : 5 8 13
10 : 6 12 14
11 : 6 12 14
12 : 7 10 11
13 : 8 9 14
14 : 10 11 13

321. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 9 13
9 : 5 8 14
10 : 6 11 12
11 : 6 10 13
12 : 7 10 14
13 : 8 11 14
14 : 9 12 13

322. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 9 13
9 : 5 8 14
10 : 6 11 13
11 : 6 10 14
12 : 7 13 14
13 : 8 10 12
14 : 9 11 12

323. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 9 13
9 : 5 8 14
10 : 6 12 13
11 : 6 12 14
12 : 7 10 11
13 : 8 10 14
14 : 9 11 13

324. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 9 13
9 : 5 8 14
10 : 6 12 13
11 : 6 13 14
12 : 7 10 14
13 : 8 10 11
14 : 9 11 12

325. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 10 11
9 : 5 10 13
10 : 6 8 9
11 : 6 8 14
12 : 7 13 14
13 : 9 12 14
14 : 11 12 13

326. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 10 11
9 : 5 12 13
10 : 6 8 13
11 : 6 8 14
12 : 7 9 14
13 : 9 10 14
14 : 11 12 13

327. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 10 11
9 : 5 13 14
10 : 6 8 12
11 : 6 8 13
12 : 7 10 14
13 : 9 11 14
14 : 9 12 13

328. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 10 11
9 : 5 13 14
10 : 6 8 13
11 : 6 8 14
12 : 7 13 14
13 : 9 10 12
14 : 9 11 12

329. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 10 12
9 : 5 11 13
10 : 6 8 13
11 : 6 9 14
12 : 7 8 14
13 : 9 10 14
14 : 11 12 13

330. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 10 12
9 : 5 11 13
10 : 6 8 14
11 : 6 9 13
12 : 7 8 14
13 : 9 11 14
14 : 10 12 13

331. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 10 12
9 : 5 11 13
10 : 6 8 14
11 : 6 9 14
12 : 7 8 13
13 : 9 12 14
14 : 10 11 13

332. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 10 12
9 : 5 13 14
10 : 6 8 11
11 : 6 10 13
12 : 7 8 14
13 : 9 11 14
14 : 9 12 13

333. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 10 12
9 : 5 13 14
10 : 6 8 13
11 : 6 13 14
12 : 7 8 14
13 : 9 10 11
14 : 9 11 12

334. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 10 13
9 : 5 10 13
10 : 6 8 9
11 : 6 12 14
12 : 7 11 14
13 : 8 9 14
14 : 11 12 13

335. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 10 13
9 : 5 10 14
10 : 6 8 9
11 : 6 12 13
12 : 7 11 14
13 : 8 11 14
14 : 9 12 13

336. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 10 13
9 : 5 10 14
10 : 6 8 9
11 : 6 13 14
12 : 7 13 14
13 : 8 11 12
14 : 9 11 12

337. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 10 13
9 : 5 11 13
10 : 6 8 12
11 : 6 9 14
12 : 7 10 14
13 : 8 9 14
14 : 11 12 13

338. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 10 13
9 : 5 11 13
10 : 6 8 14
11 : 6 9 14
12 : 7 13 14
13 : 8 9 12
14 : 10 11 12

339. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 10 13
9 : 5 11 14
10 : 6 8 12
11 : 6 9 13
12 : 7 10 14
13 : 8 11 14
14 : 9 12 13

340. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 10 13
9 : 5 11 14
10 : 6 8 12
11 : 6 9 14
12 : 7 10 13
13 : 8 12 14
14 : 9 11 13

341. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 10 13
9 : 5 11 14
10 : 6 8 13
11 : 6 9 14
12 : 7 13 14
13 : 8 10 12
14 : 9 11 12

342. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 10 13
9 : 5 11 14
10 : 6 8 14
11 : 6 9 13
12 : 7 13 14
13 : 8 11 12
14 : 9 10 12

343. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 10 13
9 : 5 12 13
10 : 6 8 11
11 : 6 10 14
12 : 7 9 14
13 : 8 9 14
14 : 11 12 13

344. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 10 13
9 : 5 12 13
10 : 6 8 14
11 : 6 12 14
12 : 7 9 11
13 : 8 9 14
14 : 10 11 13

345. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 10 13
9 : 5 12 13
10 : 6 8 14
11 : 6 13 14
12 : 7 9 14
13 : 8 9 11
14 : 10 11 12

346. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 10 13
9 : 5 12 14
10 : 6 8 11
11 : 6 10 14
12 : 7 9 13
13 : 8 12 14
14 : 9 11 13

347. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 10 13
9 : 5 12 14
10 : 6 8 13
11 : 6 12 14
12 : 7 9 11
13 : 8 10 14
14 : 9 11 13

348. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 10 13
9 : 5 12 14
10 : 6 8 14
11 : 6 12 13
12 : 7 9 11
13 : 8 11 14
14 : 9 10 13

349. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 10 13
9 : 5 12 14
10 : 6 8 14
11 : 6 13 14
12 : 7 9 13
13 : 8 11 12
14 : 9 10 11

350. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 10 13
9 : 5 13 14
10 : 6 8 11
11 : 6 10 14
12 : 7 13 14
13 : 8 9 12
14 : 9 11 12

351. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 10 13
9 : 5 13 14
10 : 6 8 12
11 : 6 12 14
12 : 7 10 11
13 : 8 9 14
14 : 9 11 13

352. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 10 13
9 : 5 13 14
10 : 6 8 12
11 : 6 13 14
12 : 7 10 14
13 : 8 9 11
14 : 9 11 12

353. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 10 13
9 : 5 13 14
10 : 6 8 13
11 : 6 12 14
12 : 7 11 14
13 : 8 9 10
14 : 9 11 12

354. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 10 13
9 : 5 13 14
10 : 6 8 14
11 : 6 12 13
12 : 7 11 14
13 : 8 9 11
14 : 9 10 12

355. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 10 13
9 : 5 13 14
10 : 6 8 14
11 : 6 12 14
12 : 7 11 13
13 : 8 9 12
14 : 9 10 11

356. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 12 13
9 : 5 12 14
10 : 6 13 14
11 : 6 13 14
12 : 7 8 9
13 : 8 10 11
14 : 9 10 11

357. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 12 13
9 : 5 13 14
10 : 6 11 12
11 : 6 10 14
12 : 7 8 10
13 : 8 9 14
14 : 9 11 13

358. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 12 13
9 : 5 13 14
10 : 6 12 14
11 : 6 13 14
12 : 7 8 10
13 : 8 9 11
14 : 9 10 11

359. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 13 14
9 : 5 13 14
10 : 6 11 12
11 : 6 10 13
12 : 7 10 14
13 : 8 9 11
14 : 8 9 12

360. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 10 11
7 : 4 5 12
8 : 4 13 14
9 : 5 13 14
10 : 6 12 13
11 : 6 12 14
12 : 7 10 11
13 : 8 9 10
14 : 8 9 11

361. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 9 10
6 : 3 11 12
7 : 4 8 9
8 : 4 7 11
9 : 5 7 13
10 : 5 12 13
11 : 6 8 14
12 : 6 10 14
13 : 9 10 14
14 : 11 12 13

362. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 9 10
6 : 3 11 12
7 : 4 8 9
8 : 4 7 11
9 : 5 7 13
10 : 5 12 14
11 : 6 8 14
12 : 6 10 13
13 : 9 12 14
14 : 10 11 13

363. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 9 10
6 : 3 11 12
7 : 4 8 9
8 : 4 7 11
9 : 5 7 13
10 : 5 13 14
11 : 6 8 14
12 : 6 13 14
13 : 9 10 12
14 : 10 11 12

364. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 9 10
6 : 3 11 12
7 : 4 8 9
8 : 4 7 13
9 : 5 7 10
10 : 5 9 14
11 : 6 13 14
12 : 6 13 14
13 : 8 11 12
14 : 10 11 12

365. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 9 10
6 : 3 11 12
7 : 4 8 9
8 : 4 7 13
9 : 5 7 11
10 : 5 12 13
11 : 6 9 14
12 : 6 10 14
13 : 8 10 14
14 : 11 12 13

366. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 9 10
6 : 3 11 12
7 : 4 8 9
8 : 4 7 13
9 : 5 7 11
10 : 5 12 14
11 : 6 9 14
12 : 6 10 13
13 : 8 12 14
14 : 10 11 13

367. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 9 10
6 : 3 11 12
7 : 4 8 9
8 : 4 7 13
9 : 5 7 11
10 : 5 13 14
11 : 6 9 12
12 : 6 11 14
13 : 8 10 14
14 : 10 12 13

368. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 9 10
6 : 3 11 12
7 : 4 8 9
8 : 4 7 13
9 : 5 7 11
10 : 5 13 14
