
1. Graph gelesen

1 : 2 3 4 5 6
8 : 2 4 10 11 12
9 : 3 6 10 11 12
10 : 4 6 8 9 12
11 : 5 6 7 8 9
12 : 5 7 8 9 10

6506. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 8 10
5 : 1 3 4 11 12
6 : 1 7 9 11 12
7 : 2 3 6 8 10
8 : 2 4 7 11 12
9 : 3 6 10 11 12
10 : 4 7 9 11 12
11 : 5 6 8 9 10
12 : 5 6 8 9 10

6507. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 8 10
5 : 1 3 4 11 12
6 : 1 7 9 11 12
7 : 2 3 6 8 11
8 : 2 4 7 10 12
9 : 3 6 10 11 12
10 : 4 8 9 11 12
11 : 5 6 7 9 10
12 : 5 6 8 9 10

6508. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 8 10
5 : 1 3 4 11 12
6 : 1 7 9 11 12
7 : 2 3 6 10 11
8 : 2 4 9 10 11
9 : 3 6 8 10 12
10 : 4 7 8 9 12
11 : 5 6 7 8 12
12 : 5 6 9 10 11

6509. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 8 10
5 : 1 3 4 11 12
6 : 1 7 9 11 12
7 : 2 3 6 10 11
8 : 2 4 9 10 12
9 : 3 6 8 10 12
10 : 4 7 8 9 11
11 : 5 6 7 10 12
12 : 5 6 8 9 11

6510. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 8 10
5 : 1 3 4 11 12
6 : 1 7 9 11 12
7 : 2 3 6 10 11
8 : 2 4 9 10 12
9 : 3 6 8 11 12
10 : 4 7 8 11 12
11 : 5 6 7 9 10
12 : 5 6 8 9 10

6511. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 8 10
5 : 1 3 4 11 12
6 : 1 7 9 11 12
7 : 2 3 6 10 11
8 : 2 4 10 11 12
9 : 3 6 10 11 12
10 : 4 7 8 9 12
11 : 5 6 7 8 9
12 : 5 6 8 9 10

6512. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 8 10
5 : 1 3 4 11 12
6 : 1 7 10 11 12
7 : 2 3 6 8 9
8 : 2 4 7 11 12
9 : 3 7 10 11 12
10 : 4 6 9 11 12
11 : 5 6 8 9 10
12 : 5 6 8 9 10

6513. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 8 10
5 : 1 3 4 11 12
6 : 1 7 10 11 12
7 : 2 3 6 8 11
8 : 2 4 7 9 12
9 : 3 8 10 11 12
10 : 4 6 9 11 12
11 : 5 6 7 9 10
12 : 5 6 8 9 10

6514. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 8 10
5 : 1 3 4 11 12
6 : 1 7 10 11 12
7 : 2 3 6 9 11
8 : 2 4 9 10 11
9 : 3 7 8 10 12
10 : 4 6 8 9 12
11 : 5 6 7 8 12
12 : 5 6 9 10 11

6515. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 8 10
5 : 1 3 4 11 12
6 : 1 7 10 11 12
7 : 2 3 6 9 11
8 : 2 4 9 10 12
9 : 3 7 8 11 12
10 : 4 6 8 11 12
11 : 5 6 7 9 10
12 : 5 6 8 9 10

6516. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 8 10
5 : 1 3 4 11 12
6 : 1 7 10 11 12
7 : 2 3 6 9 11
8 : 2 4 9 11 12
9 : 3 7 8 10 12
10 : 4 6 9 11 12
11 : 5 6 7 8 10
12 : 5 6 8 9 10

6517. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 8 10
5 : 1 3 4 11 12
6 : 1 7 10 11 12
7 : 2 3 6 10 11
8 : 2 4 9 11 12
9 : 3 8 10 11 12
10 : 4 6 7 9 12
11 : 5 6 7 8 9
12 : 5 6 8 9 10

6518. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 8 10
5 : 1 3 4 11 12
6 : 1 7 10 11 12
7 : 2 3 6 11 12
8 : 2 4 9 10 11
9 : 3 8 10 11 12
10 : 4 6 8 9 12
11 : 5 6 7 8 9
12 : 5 6 7 9 10

6519. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 8 10
5 : 1 3 4 11 12
6 : 1 9 10 11 12
7 : 2 3 8 9 10
8 : 2 4 7 11 12
9 : 3 6 7 11 12
10 : 4 6 7 11 12
11 : 5 6 8 9 10
12 : 5 6 8 9 10

6520. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 8 10
5 : 1 3 4 11 12
6 : 1 9 10 11 12
7 : 2 3 8 9 11
8 : 2 4 7 10 12
9 : 3 6 7 10 12
10 : 4 6 8 9 11
11 : 5 6 7 10 12
12 : 5 6 8 9 11

6521. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 8 10
5 : 1 3 4 11 12
6 : 1 9 10 11 12
7 : 2 3 8 9 11
8 : 2 4 7 10 12
9 : 3 6 7 11 12
10 : 4 6 8 11 12
11 : 5 6 7 9 10
12 : 5 6 8 9 10

6522. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 8 10
5 : 1 3 4 11 12
6 : 1 9 10 11 12
7 : 2 3 8 10 11
8 : 2 4 7 9 12
9 : 3 6 8 10 11
10 : 4 6 7 9 12
11 : 5 6 7 9 12
12 : 5 6 8 10 11

6523. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 8 10
5 : 1 3 4 11 12
6 : 1 9 10 11 12
7 : 2 3 8 10 11
8 : 2 4 7 9 12
9 : 3 6 8 11 12
10 : 4 6 7 11 12
11 : 5 6 7 9 10
12 : 5 6 8 9 10

6524. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 8 10
5 : 1 3 4 11 12
6 : 1 9 10 11 12
7 : 2 3 9 10 11
8 : 2 4 9 10 12
9 : 3 6 7 8 11
10 : 4 6 7 8 12
11 : 5 6 7 9 12
12 : 5 6 8 10 11

6525. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 8 10
5 : 1 3 4 11 12
6 : 1 9 10 11 12
7 : 2 3 9 10 11
8 : 2 4 9 10 12
9 : 3 6 7 8 12
10 : 4 6 7 8 11
11 : 5 6 7 10 12
12 : 5 6 8 9 11

6526. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 8 10
5 : 1 3 4 11 12
6 : 1 9 10 11 12
7 : 2 3 9 10 11
8 : 2 4 9 11 12
9 : 3 6 7 8 12
10 : 4 6 7 11 12
11 : 5 6 7 8 10
12 : 5 6 8 9 10

6527. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 8 10
5 : 1 3 4 11 12
6 : 1 9 10 11 12
7 : 2 3 9 10 11
8 : 2 4 10 11 12
9 : 3 6 7 11 12
10 : 4 6 7 8 12
11 : 5 6 7 8 9
12 : 5 6 8 9 10

6528. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 8 10
5 : 1 3 4 11 12
6 : 1 9 10 11 12
7 : 2 3 9 11 12
8 : 2 4 10 11 12
9 : 3 6 7 10 11
10 : 4 6 8 9 12
11 : 5 6 7 8 9
12 : 5 6 7 8 10

6529. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 8 10
5 : 1 3 4 11 12
6 : 1 9 10 11 12
7 : 2 3 10 11 12
8 : 2 4 9 11 12
9 : 3 6 8 10 11
10 : 4 6 7 9 12
11 : 5 6 7 8 9
12 : 5 6 7 8 10

6530. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 8 10
6 : 1 7 10 11 12
7 : 2 3 6 11 12
8 : 2 5 9 11 12
9 : 3 4 8 11 12
10 : 4 5 6 11 12
11 : 6 7 8 9 10
12 : 6 7 8 9 10

6531. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 8 10
6 : 1 8 9 11 12
7 : 2 3 10 11 12
8 : 2 5 6 11 12
9 : 3 4 6 11 12
10 : 4 5 7 11 12
11 : 6 7 8 9 10
12 : 6 7 8 9 10

6532. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 8 11
6 : 1 7 8 9 12
7 : 2 3 6 10 11
8 : 2 5 6 10 12
9 : 3 4 6 11 12
10 : 4 7 8 11 12
11 : 5 7 9 10 12
12 : 6 8 9 10 11

6533. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 8 11
6 : 1 7 8 9 12
7 : 2 3 6 10 11
8 : 2 5 6 11 12
9 : 3 4 6 10 12
10 : 4 7 9 11 12
11 : 5 7 8 10 12
12 : 6 8 9 10 11

6534. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 8 11
6 : 1 7 8 9 12
7 : 2 3 6 10 12
8 : 2 5 6 10 11
9 : 3 4 6 11 12
10 : 4 7 8 11 12
11 : 5 8 9 10 12
12 : 6 7 9 10 11

6535. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 8 11
6 : 1 7 8 9 12
7 : 2 3 6 10 12
8 : 2 5 6 11 12
9 : 3 4 6 10 11
10 : 4 7 9 11 12
11 : 5 8 9 10 12
12 : 6 7 8 10 11

6536. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 8 11
6 : 1 7 8 10 11
7 : 2 3 6 9 12
8 : 2 5 6 10 12
9 : 3 4 7 11 12
10 : 4 6 8 11 12
11 : 5 6 9 10 12
12 : 7 8 9 10 11

6537. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 8 11
6 : 1 7 8 10 11
7 : 2 3 6 10 12
8 : 2 5 6 9 12
9 : 3 4 8 11 12
10 : 4 6 7 11 12
11 : 5 6 9 10 12
12 : 7 8 9 10 11

6538. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 8 11
6 : 1 7 8 10 11
7 : 2 3 6 11 12
8 : 2 5 6 9 12
9 : 3 4 8 10 12
10 : 4 6 9 11 12
11 : 5 6 7 10 12
12 : 7 8 9 10 11

6539. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 8 11
6 : 1 7 8 10 11
7 : 2 3 6 11 12
8 : 2 5 6 10 12
9 : 3 4 10 11 12
10 : 4 6 8 9 12
11 : 5 6 7 9 12
12 : 7 8 9 10 11

6540. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 8 11
6 : 1 7 8 10 12
7 : 2 3 6 10 11
8 : 2 5 6 11 12
9 : 3 4 10 11 12
10 : 4 6 7 9 12
11 : 5 7 8 9 12
12 : 6 8 9 10 11

6541. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 8 11
6 : 1 7 8 10 12
7 : 2 3 6 10 12
8 : 2 5 6 11 12
9 : 3 4 10 11 12
10 : 4 6 7 9 11
11 : 5 8 9 10 12
12 : 6 7 8 9 11

6542. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 8 11
6 : 1 7 8 10 12
7 : 2 3 6 11 12
8 : 2 5 6 10 11
9 : 3 4 10 11 12
10 : 4 6 8 9 12
11 : 5 7 8 9 12
12 : 6 7 9 10 11

6543. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 8 11
6 : 1 7 8 10 12
7 : 2 3 6 11 12
8 : 2 5 6 10 12
9 : 3 4 10 11 12
10 : 4 6 8 9 11
11 : 5 7 9 10 12
12 : 6 7 8 9 11

6544. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 8 11
6 : 1 7 8 11 12
7 : 2 3 6 10 11
8 : 2 5 6 10 12
9 : 3 4 10 11 12
10 : 4 7 8 9 12
11 : 5 6 7 9 12
12 : 6 8 9 10 11

6545. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 8 11
6 : 1 7 8 11 12
7 : 2 3 6 10 12
8 : 2 5 6 10 11
9 : 3 4 10 11 12
10 : 4 7 8 9 12
11 : 5 6 8 9 12
12 : 6 7 9 10 11

6546. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 8 11
6 : 1 7 10 11 12
7 : 2 3 6 8 12
8 : 2 5 7 10 12
9 : 3 4 10 11 12
10 : 4 6 8 9 11
11 : 5 6 9 10 12
12 : 6 7 8 9 11

6547. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 8 11
6 : 1 7 10 11 12
7 : 2 3 6 10 12
8 : 2 5 9 10 12
9 : 3 4 8 11 12
10 : 4 6 7 8 11
11 : 5 6 9 10 12
12 : 6 7 8 9 11

6548. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 8 11
6 : 1 7 10 11 12
7 : 2 3 6 10 12
8 : 2 5 9 11 12
9 : 3 4 8 10 12
10 : 4 6 7 9 11
11 : 5 6 8 10 12
12 : 6 7 8 9 11

6549. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 8 11
6 : 1 8 9 10 11
7 : 2 3 8 10 12
8 : 2 5 6 7 12
9 : 3 4 6 11 12
10 : 4 6 7 11 12
11 : 5 6 9 10 12
12 : 7 8 9 10 11

6550. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 8 11
6 : 1 8 9 10 11
7 : 2 3 10 11 12
8 : 2 5 6 10 12
9 : 3 4 6 11 12
10 : 4 6 7 8 12
11 : 5 6 7 9 12
12 : 7 8 9 10 11

6551. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 8 11
6 : 1 8 9 10 12
7 : 2 3 10 11 12
8 : 2 5 6 10 11
9 : 3 4 6 11 12
10 : 4 6 7 8 12
11 : 5 7 8 9 12
12 : 6 7 9 10 11

6552. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 8 11
6 : 1 8 9 10 12
7 : 2 3 10 11 12
8 : 2 5 6 10 12
9 : 3 4 6 11 12
10 : 4 6 7 8 11
11 : 5 7 9 10 12
12 : 6 7 8 9 11

6553. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 8 11
6 : 1 8 9 10 12
7 : 2 3 10 11 12
8 : 2 5 6 11 12
9 : 3 4 6 10 11
10 : 4 6 7 9 12
11 : 5 7 8 9 12
12 : 6 7 8 10 11

6554. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 8 11
6 : 1 8 9 10 12
7 : 2 3 10 11 12
8 : 2 5 6 11 12
9 : 3 4 6 10 12
10 : 4 6 7 9 11
11 : 5 7 8 10 12
12 : 6 7 8 9 11

6555. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 8 11
6 : 1 8 10 11 12
7 : 2 3 8 10 12
8 : 2 5 6 7 12
9 : 3 4 10 11 12
10 : 4 6 7 9 11
11 : 5 6 9 10 12
12 : 6 7 8 9 11

6556. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 8 11
6 : 1 8 10 11 12
7 : 2 3 9 10 12
8 : 2 5 6 10 12
9 : 3 4 7 11 12
10 : 4 6 7 8 11
11 : 5 6 9 10 12
12 : 6 7 8 9 11

6557. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 8 11
6 : 1 8 10 11 12
7 : 2 3 9 10 12
8 : 2 5 6 11 12
9 : 3 4 7 11 12
10 : 4 6 7 11 12
11 : 5 6 8 9 10
12 : 6 7 8 9 10

6558. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 8 11
6 : 1 8 10 11 12
7 : 2 3 9 11 12
8 : 2 5 6 10 12
9 : 3 4 7 10 12
10 : 4 6 8 9 11
11 : 5 6 7 10 12
12 : 6 7 8 9 11

6559. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 8 11
6 : 1 8 10 11 12
7 : 2 3 9 11 12
8 : 2 5 6 11 12
9 : 3 4 7 10 12
10 : 4 6 9 11 12
11 : 5 6 7 8 10
12 : 6 7 8 9 10

6560. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 8 11
6 : 1 8 10 11 12
7 : 2 3 10 11 12
8 : 2 5 6 9 12
9 : 3 4 8 10 12
10 : 4 6 7 9 11
11 : 5 6 7 10 12
12 : 6 7 8 9 11

6561. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 8 11
6 : 1 8 10 11 12
7 : 2 3 10 11 12
8 : 2 5 6 9 12
9 : 3 4 8 11 12
10 : 4 6 7 11 12
11 : 5 6 7 9 10
12 : 6 7 8 9 10

6562. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 10 11
6 : 1 7 8 9 11
7 : 2 3 6 10 12
8 : 2 6 9 11 12
9 : 3 4 6 8 12
10 : 4 5 7 11 12
11 : 5 6 8 10 12
12 : 7 8 9 10 11

6563. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 10 11
6 : 1 7 8 9 11
7 : 2 3 6 10 12
8 : 2 6 10 11 12
9 : 3 4 6 11 12
10 : 4 5 7 8 12
11 : 5 6 8 9 12
12 : 7 8 9 10 11

6564. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 10 11
6 : 1 7 8 9 11
7 : 2 3 6 11 12
8 : 2 6 9 10 12
9 : 3 4 6 8 12
10 : 4 5 8 11 12
11 : 5 6 7 10 12
12 : 7 8 9 10 11

6565. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 10 11
6 : 1 7 8 9 12
7 : 2 3 6 8 11
8 : 2 6 7 10 12
9 : 3 4 6 11 12
10 : 4 5 8 11 12
11 : 5 7 9 10 12
12 : 6 8 9 10 11

6566. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 10 11
6 : 1 7 8 9 12
7 : 2 3 6 11 12
8 : 2 6 9 10 12
9 : 3 4 6 8 11
10 : 4 5 8 11 12
11 : 5 7 9 10 12
12 : 6 7 8 10 11

6567. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 10 11
6 : 1 7 8 10 11
7 : 2 3 6 11 12
8 : 2 6 9 10 12
9 : 3 4 8 11 12
10 : 4 5 6 8 12
11 : 5 6 7 9 12
12 : 7 8 9 10 11

6568. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 10 11
6 : 1 7 8 10 12
7 : 2 3 6 8 11
8 : 2 6 7 9 12
9 : 3 4 8 11 12
10 : 4 5 6 11 12
11 : 5 7 9 10 12
12 : 6 8 9 10 11

6569. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 10 11
6 : 1 7 8 10 12
7 : 2 3 6 8 12
8 : 2 6 7 9 11
9 : 3 4 8 11 12
10 : 4 5 6 11 12
11 : 5 8 9 10 12
12 : 6 7 9 10 11

6570. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 10 11
6 : 1 7 8 10 12
7 : 2 3 6 11 12
8 : 2 6 9 10 11
9 : 3 4 8 11 12
10 : 4 5 6 8 12
11 : 5 7 8 9 12
12 : 6 7 9 10 11

6571. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 10 11
6 : 1 7 8 10 12
7 : 2 3 6 11 12
8 : 2 6 9 10 12
9 : 3 4 8 11 12
10 : 4 5 6 8 11
11 : 5 7 9 10 12
12 : 6 7 8 9 11

6572. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 10 11
6 : 1 7 8 11 12
7 : 2 3 6 8 12
8 : 2 6 7 9 11
9 : 3 4 8 10 12
10 : 4 5 9 11 12
11 : 5 6 8 10 12
12 : 6 7 9 10 11

6573. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 10 11
6 : 1 7 8 11 12
7 : 2 3 6 8 12
8 : 2 6 7 10 11
9 : 3 4 10 11 12
10 : 4 5 8 9 12
11 : 5 6 8 9 12
12 : 6 7 9 10 11

6574. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 10 11
6 : 1 7 8 11 12
7 : 2 3 6 9 12
8 : 2 6 10 11 12
9 : 3 4 7 11 12
10 : 4 5 8 11 12
11 : 5 6 8 9 10
12 : 6 7 8 9 10

6575. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 10 11
6 : 1 7 8 11 12
7 : 2 3 6 10 12
8 : 2 6 9 10 11
9 : 3 4 8 11 12
10 : 4 5 7 8 12
11 : 5 6 8 9 12
12 : 6 7 9 10 11

6576. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 10 11
6 : 1 7 8 11 12
7 : 2 3 6 10 12
8 : 2 6 9 11 12
9 : 3 4 8 11 12
10 : 4 5 7 11 12
11 : 5 6 8 9 10
12 : 6 7 8 9 10

6577. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 10 11
6 : 1 7 9 10 12
7 : 2 3 6 8 11
8 : 2 7 9 11 12
9 : 3 4 6 8 12
10 : 4 5 6 11 12
11 : 5 7 8 10 12
12 : 6 8 9 10 11

6578. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 10 11
6 : 1 7 9 10 12
7 : 2 3 6 8 11
8 : 2 7 10 11 12
9 : 3 4 6 11 12
10 : 4 5 6 8 12
11 : 5 7 8 9 12
12 : 6 8 9 10 11

6579. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 10 11
6 : 1 7 9 10 12
7 : 2 3 6 8 12
8 : 2 7 9 11 12
9 : 3 4 6 8 11
10 : 4 5 6 11 12
11 : 5 8 9 10 12
12 : 6 7 8 10 11

6580. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 10 11
6 : 1 7 9 10 12
7 : 2 3 6 11 12
8 : 2 9 10 11 12
9 : 3 4 6 8 11
10 : 4 5 6 8 12
11 : 5 7 8 9 12
12 : 6 7 8 10 11

6581. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 10 11
6 : 1 7 9 11 12
7 : 2 3 6 8 11
8 : 2 7 9 10 12
9 : 3 4 6 8 12
10 : 4 5 8 11 12
11 : 5 6 7 10 12
12 : 6 8 9 10 11

6582. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 10 11
6 : 1 7 9 11 12
7 : 2 3 6 8 12
8 : 2 7 9 10 12
9 : 3 4 6 8 11
