
1. Graph gelesen

1 : 2 3 4 5 6 7
10 : 3 4 6 7 8 11
11 : 4 5 6 7 9 10

224. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 9 10 11
5 : 1 2 7 9 10 11
6 : 1 2 8 9 10 11
7 : 1 3 5 8 9 11
8 : 2 6 7 9 10 11
9 : 3 4 5 6 7 8
10 : 3 4 5 6 8 11
11 : 4 5 6 7 8 10

225. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 7 8 9 10
4 : 1 2 7 8 9 10
5 : 1 2 7 9 10 11
6 : 1 2 7 9 10 11
7 : 1 3 4 5 6 11
8 : 2 3 4 9 10 11
9 : 3 4 5 6 8 11
10 : 3 4 5 6 8 11
11 : 5 6 7 8 9 10

226. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 7 8 9 10
4 : 1 2 7 8 9 11
5 : 1 2 7 9 10 11
6 : 1 2 8 9 10 11
7 : 1 3 4 5 9 10
8 : 2 3 4 6 10 11
9 : 3 4 5 6 7 11
10 : 3 5 6 7 8 11
11 : 4 5 6 8 9 10

227. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 7 8 9 10
4 : 1 2 7 8 9 11
5 : 1 2 7 9 10 11
6 : 1 2 8 9 10 11
7 : 1 3 4 5 10 11
8 : 2 3 4 6 10 11
9 : 3 4 5 6 10 11
10 : 3 5 6 7 8 9
11 : 4 5 6 7 8 9

228. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 7 8 9 10
4 : 1 2 7 9 10 11
5 : 1 2 7 9 10 11
6 : 1 2 7 9 10 11
7 : 1 3 4 5 6 8
8 : 2 3 7 9 10 11
9 : 3 4 5 6 8 11
10 : 3 4 5 6 8 11
11 : 4 5 6 8 9 10

229. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 7 8 9 10
4 : 1 2 7 9 10 11
5 : 1 2 7 9 10 11
6 : 1 2 8 9 10 11
7 : 1 3 4 5 8 11
8 : 2 3 6 7 9 10
9 : 3 4 5 6 8 11
10 : 3 4 5 6 8 11
11 : 4 5 6 7 9 10

230. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 7 8 9 10
4 : 1 2 7 9 10 11
5 : 1 2 7 9 10 11
6 : 1 2 8 9 10 11
7 : 1 3 4 5 8 11
8 : 2 3 6 7 9 11
9 : 3 4 5 6 8 10
10 : 3 4 5 6 9 11
11 : 4 5 6 7 8 10

231. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 7 9 10 11
4 : 1 2 7 9 10 11
5 : 1 2 8 9 10 11
6 : 1 2 8 9 10 11
7 : 1 3 4 8 9 10
8 : 2 5 6 7 9 11
9 : 3 4 5 6 7 8
10 : 3 4 5 6 7 11
11 : 3 4 5 6 8 10

232. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 8 9
3 : 1 2 4 5 10 11
4 : 1 2 3 6 8 10
5 : 1 2 3 6 9 11
6 : 1 4 5 7 8 11
7 : 1 6 8 9 10 11
8 : 2 4 6 7 9 10
9 : 2 5 7 8 10 11
10 : 3 4 7 8 9 11
11 : 3 5 6 7 9 10

233. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 8 9
3 : 1 2 4 5 10 11
4 : 1 2 3 6 8 10
5 : 1 2 3 7 9 11
6 : 1 4 7 8 9 10
7 : 1 5 6 8 9 11
8 : 2 4 6 7 10 11
9 : 2 5 6 7 10 11
10 : 3 4 6 8 9 11
11 : 3 5 7 8 9 10

234. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 8 9
3 : 1 2 4 5 10 11
4 : 1 2 3 6 8 10
5 : 1 2 3 7 9 11
6 : 1 4 7 8 9 10
7 : 1 5 6 8 10 11
8 : 2 4 6 7 9 11
9 : 2 5 6 8 10 11
10 : 3 4 6 7 9 11
11 : 3 5 7 8 9 10

235. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 8 9
3 : 1 2 4 5 10 11
4 : 1 2 3 6 8 10
5 : 1 2 3 7 9 11
6 : 1 4 7 8 9 10
7 : 1 5 6 9 10 11
8 : 2 4 6 9 10 11
9 : 2 5 6 7 8 11
10 : 3 4 6 7 8 11
11 : 3 5 7 8 9 10

236. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 8 9
3 : 1 2 4 5 10 11
4 : 1 2 3 6 8 10
5 : 1 2 3 7 9 11
6 : 1 4 7 8 9 11
7 : 1 5 6 8 9 10
8 : 2 4 6 7 10 11
9 : 2 5 6 7 10 11
10 : 3 4 7 8 9 11
11 : 3 5 6 8 9 10

237. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 8 9
3 : 1 2 4 5 10 11
4 : 1 2 3 6 8 10
5 : 1 2 3 7 9 11
6 : 1 4 8 9 10 11
7 : 1 5 8 9 10 11
8 : 2 4 6 7 10 11
9 : 2 5 6 7 10 11
10 : 3 4 6 7 8 9
11 : 3 5 6 7 8 9

238. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 8 9
3 : 1 2 4 6 8 10
4 : 1 2 3 7 9 10
5 : 1 2 6 7 8 11
6 : 1 3 5 9 10 11
7 : 1 4 5 8 9 11
8 : 2 3 5 7 10 11
9 : 2 4 6 7 10 11
10 : 3 4 6 8 9 11
11 : 5 6 7 8 9 10

239. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 8 9
3 : 1 2 4 6 8 10
4 : 1 2 3 7 9 10
5 : 1 2 6 7 8 11
6 : 1 3 5 9 10 11
7 : 1 4 5 9 10 11
8 : 2 3 5 9 10 11
9 : 2 4 6 7 8 11
10 : 3 4 6 7 8 11
11 : 5 6 7 8 9 10

240. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 8 9
3 : 1 2 4 6 8 10
4 : 1 2 3 7 9 10
5 : 1 2 6 7 10 11
6 : 1 3 5 8 9 11
7 : 1 4 5 8 9 11
8 : 2 3 6 7 10 11
9 : 2 4 6 7 10 11
10 : 3 4 5 8 9 11
11 : 5 6 7 8 9 10

241. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 8 9
3 : 1 2 4 6 8 10
4 : 1 2 3 7 9 10
5 : 1 2 6 7 10 11
6 : 1 3 5 8 9 11
7 : 1 4 5 8 10 11
8 : 2 3 6 7 9 11
9 : 2 4 6 8 10 11
10 : 3 4 5 7 9 11
11 : 5 6 7 8 9 10

242. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 8 9
3 : 1 2 4 6 8 10
4 : 1 2 3 7 9 11
5 : 1 2 6 7 8 11
6 : 1 3 5 9 10 11
7 : 1 4 5 8 9 10
8 : 2 3 5 7 10 11
9 : 2 4 6 7 10 11
10 : 3 6 7 8 9 11
11 : 4 5 6 8 9 10

243. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 8 9
3 : 1 2 4 6 8 10
4 : 1 2 3 7 9 11
5 : 1 2 6 7 8 11
6 : 1 3 5 9 10 11
7 : 1 4 5 8 10 11
8 : 2 3 5 7 9 10
9 : 2 4 6 8 10 11
10 : 3 6 7 8 9 11
11 : 4 5 6 7 9 10

244. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 8 9
3 : 1 2 4 6 8 10
4 : 1 2 3 7 9 11
5 : 1 2 6 7 8 11
6 : 1 3 5 9 10 11
7 : 1 4 5 9 10 11
8 : 2 3 5 9 10 11
9 : 2 4 6 7 8 10
10 : 3 6 7 8 9 11
11 : 4 5 6 7 8 10

245. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 8 9
3 : 1 2 4 6 8 10
4 : 1 2 3 7 9 11
5 : 1 2 6 7 10 11
6 : 1 3 5 8 9 11
7 : 1 4 5 8 9 10
8 : 2 3 6 7 10 11
9 : 2 4 6 7 10 11
10 : 3 5 7 8 9 11
11 : 4 5 6 8 9 10

246. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 8 9
3 : 1 2 4 6 8 10
4 : 1 2 3 7 9 11
5 : 1 2 6 7 10 11
6 : 1 3 5 8 9 11
7 : 1 4 5 8 10 11
8 : 2 3 6 7 9 10
9 : 2 4 6 8 10 11
10 : 3 5 7 8 9 11
11 : 4 5 6 7 9 10

247. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 8 9
3 : 1 2 4 6 8 10
4 : 1 2 3 7 9 11
5 : 1 2 6 7 10 11
6 : 1 3 5 8 9 11
7 : 1 4 5 9 10 11
8 : 2 3 6 9 10 11
9 : 2 4 6 7 8 10
10 : 3 5 7 8 9 11
11 : 4 5 6 7 8 10

248. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 8 9
3 : 1 2 4 6 8 10
4 : 1 2 3 7 9 11
5 : 1 2 6 7 10 11
6 : 1 3 5 8 10 11
7 : 1 4 5 9 10 11
8 : 2 3 6 9 10 11
9 : 2 4 7 8 10 11
10 : 3 5 6 7 8 9
11 : 4 5 6 7 8 9

249. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 8 9
3 : 1 2 4 6 8 10
4 : 1 2 3 7 9 11
5 : 1 2 6 7 10 11
6 : 1 3 5 9 10 11
7 : 1 4 5 8 10 11
8 : 2 3 7 9 10 11
9 : 2 4 6 8 10 11
10 : 3 5 6 7 8 9
11 : 4 5 6 7 8 9

250. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 8 9
3 : 1 2 4 6 8 10
4 : 1 2 3 7 9 11
5 : 1 2 6 8 10 11
6 : 1 3 5 7 9 10
7 : 1 4 6 8 9 11
8 : 2 3 5 7 10 11
9 : 2 4 6 7 10 11
10 : 3 5 6 8 9 11
11 : 4 5 7 8 9 10

251. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 8 9
3 : 1 2 4 6 8 10
4 : 1 2 3 7 9 11
5 : 1 2 6 8 10 11
6 : 1 3 5 7 10 11
7 : 1 4 6 9 10 11
8 : 2 3 5 9 10 11
9 : 2 4 7 8 10 11
10 : 3 5 6 7 8 9
11 : 4 5 6 7 8 9

252. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 8 9
3 : 1 2 4 6 8 10
4 : 1 2 3 7 9 11
5 : 1 2 6 8 10 11
6 : 1 3 5 9 10 11
7 : 1 4 8 9 10 11
8 : 2 3 5 7 10 11
9 : 2 4 6 7 10 11
10 : 3 5 6 7 8 9
11 : 4 5 6 7 8 9

253. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 8 9
3 : 1 2 4 6 8 10
4 : 1 2 3 7 9 11
5 : 1 2 6 9 10 11
6 : 1 3 5 7 8 11
7 : 1 4 6 8 10 11
8 : 2 3 6 7 9 10
9 : 2 4 5 8 10 11
10 : 3 5 7 8 9 11
11 : 4 5 6 7 9 10

254. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 8 9
3 : 1 2 4 6 8 10
4 : 1 2 3 7 9 11
5 : 1 2 6 9 10 11
6 : 1 3 5 7 8 11
7 : 1 4 6 9 10 11
8 : 2 3 6 9 10 11
9 : 2 4 5 7 8 10
10 : 3 5 7 8 9 11
11 : 4 5 6 7 8 10

255. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 8 9
3 : 1 2 4 6 8 10
4 : 1 2 3 7 9 11
5 : 1 2 6 9 10 11
6 : 1 3 5 7 9 10
7 : 1 4 6 8 10 11
8 : 2 3 7 9 10 11
9 : 2 4 5 6 8 11
10 : 3 5 6 7 8 11
11 : 4 5 7 8 9 10

256. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 8 9
3 : 1 2 4 6 8 10
4 : 1 2 3 7 9 11
5 : 1 2 6 9 10 11
6 : 1 3 5 7 10 11
7 : 1 4 6 8 10 11
8 : 2 3 7 9 10 11
9 : 2 4 5 8 10 11
10 : 3 5 6 7 8 9
11 : 4 5 6 7 8 9

257. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 8 9
3 : 1 2 4 6 8 10
4 : 1 2 3 7 9 11
5 : 1 2 6 9 10 11
6 : 1 3 5 8 9 11
7 : 1 4 8 9 10 11
8 : 2 3 6 7 10 11
9 : 2 4 5 6 7 10
10 : 3 5 7 8 9 11
11 : 4 5 6 7 8 10

258. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 8 9
3 : 1 2 6 7 8 9
4 : 1 2 6 7 10 11
5 : 1 2 8 9 10 11
6 : 1 3 4 8 10 11
7 : 1 3 4 9 10 11
8 : 2 3 5 6 10 11
9 : 2 3 5 7 10 11
10 : 4 5 6 7 8 9
11 : 4 5 6 7 8 9

259. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 8 9
3 : 1 2 6 7 8 9
4 : 1 2 6 8 10 11
5 : 1 2 7 9 10 11
6 : 1 3 4 9 10 11
7 : 1 3 5 8 10 11
8 : 2 3 4 7 10 11
9 : 2 3 5 6 10 11
10 : 4 5 6 7 8 9
11 : 4 5 6 7 8 9

260. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 8 9
3 : 1 2 6 7 8 10
4 : 1 2 6 7 8 11
5 : 1 2 6 9 10 11
6 : 1 3 4 5 9 10
7 : 1 3 4 9 10 11
8 : 2 3 4 9 10 11
9 : 2 5 6 7 8 11
10 : 3 5 6 7 8 11
11 : 4 5 7 8 9 10

261. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 8 9
3 : 1 2 6 7 8 10
4 : 1 2 6 7 8 11
5 : 1 2 6 9 10 11
6 : 1 3 4 5 10 11
7 : 1 3 4 9 10 11
8 : 2 3 4 9 10 11
9 : 2 5 7 8 10 11
10 : 3 5 6 7 8 9
11 : 4 5 6 7 8 9

262. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 8 9
3 : 1 2 6 7 8 10
4 : 1 2 6 7 10 11
5 : 1 2 6 8 9 10
6 : 1 3 4 5 9 11
7 : 1 3 4 8 9 11
8 : 2 3 5 7 10 11
9 : 2 5 6 7 10 11
10 : 3 4 5 8 9 11
11 : 4 6 7 8 9 10

263. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 8 9
3 : 1 2 6 7 8 10
4 : 1 2 6 7 10 11
5 : 1 2 6 8 10 11
6 : 1 3 4 5 9 11
7 : 1 3 4 8 9 11
8 : 2 3 5 7 9 10
9 : 2 6 7 8 10 11
10 : 3 4 5 8 9 11
11 : 4 5 6 7 9 10

264. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 8 9
3 : 1 2 6 7 8 10
4 : 1 2 6 7 10 11
5 : 1 2 8 9 10 11
6 : 1 3 4 8 9 11
7 : 1 3 4 9 10 11
8 : 2 3 5 6 10 11
9 : 2 5 6 7 10 11
10 : 3 4 5 7 8 9
11 : 4 5 6 7 8 9

265. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 8 9
3 : 1 2 6 7 8 10
4 : 1 2 6 8 9 11
5 : 1 2 7 9 10 11
6 : 1 3 4 9 10 11
7 : 1 3 5 8 9 11
8 : 2 3 4 7 10 11
9 : 2 4 5 6 7 10
10 : 3 5 6 8 9 11
11 : 4 5 6 7 8 10

266. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 8 9
3 : 1 2 6 7 10 11
4 : 1 2 6 8 10 11
5 : 1 2 8 9 10 11
6 : 1 3 4 8 9 10
7 : 1 3 8 9 10 11
8 : 2 4 5 6 7 11
9 : 2 5 6 7 10 11
10 : 3 4 5 6 7 9
11 : 3 4 5 7 8 9
